salinity,temperature,humidity,time_of_day,moisture_below_60
1.48,28.2,79,22.57,1
1.22,29.3,75,1.05,1
0.49,29.2,75,1.37,1
1.87,28,79,1.93,1
0.71,28.1,84,6.38,1
1.61,28.1,84,8.73,1
0.8,33.3,67,14.4,1
1.41,35.2,56,13.18,1
1.01,34.3,60,10.68,1
0.72,34.4,60,11.03,1
1,31.3,75,19.88,1
1.82,30,79,22.27,1
3.93,31.2,63,22.27,0
0.96,30.1,66,23.73,1
7.04,30,70,0.35,0
4.36,30,66,1.42,0
5.18,30.4,66,3.03,0
7.36,29,75,7.05,0
3.07,32.1,59,19.52,0
0.96,29.1,66,3.12,1
1.84,29.4,66,3.58,1
0.48,29.4,66,4.47,1
0.91,29.3,66,6.87,1
1.42,31.2,66,8.63,1
1.38,33.3,59,10.77,1
1.99,34.2,56,12.08,1
0.97,34.3,56,17.87,1
0.95,33.3,59,18.82,1
0.82,31.1,63,22.35,1
0.81,30.3,66,0.78,1
1.13,30,66,2.82,1
1.34,29,66,5.83,1
1.45,33,59,9.87,1
0.69,35.1,53,14.82,1
0.48,34.3,60,17.83,1
0.64,32.2,63,20.93,1
1.45,28.1,84,5.88,1
1.24,29.1,79,7.05,1
0.54,29,67,8.98,1
0.49,32.3,67,9.5,1
1.14,33.2,63,11.2,1
1.76,34.2,60,12.25,1
0.8,34.1,60,12.78,1
0.62,34.3,53,13.28,1
1.88,33.2,59,18.92,1
0.53,31.4,63,22.88,1
1.26,30.3,79,0.5,1
8.87,31.2,63,20.45,0
1.15,30.3,66,23.53,1
1.32,29.1,75,2.27,1
1.18,32.2,56,10.28,1
1.46,35.3,53,14.97,1
1.69,28.3,84,3.33,1
0.85,28.1,84,6.82,1
1.16,30.3,75,9.6,1
1.83,34.4,56,11.8,1
1.34,34.4,56,11.85,1
0.97,32.1,71,12.6,1
0.86,28.3,89,6.03,1
0.67,32.3,67,10.15,1
0.78,32.3,67,10.18,1
1.53,34.4,63,12.23,1
2.91,29.2,75,5.97,0
7.29,30.3,70,7.53,0
5.62,33.4,63,10.92,0
2.7,35.1,53,13.1,0
1.72,30.3,66,22.83,1
0.47,29.3,66,5.1,1
1,29.4,66,5.93,1
1.45,29.3,66,7.05,1
0.61,31.2,66,7.37,1
0.7,33,59,10.03,1
1.14,33.4,59,11.23,1
1.72,36,50,13.7,1
1.05,36.1,50,14.28,1
1.06,33.1,59,19.2,1
1.78,31.4,63,21.27,1
0.69,31,63,23.03,1
0.98,30.3,66,3.07,1
1.95,33.2,59,11.05,1
0.8,34.3,56,12.83,1
0.46,34.3,56,12.93,1
1.07,35.1,53,14.85,1
1.01,35.1,53,17.07,1
1.76,31.4,66,21.68,1
1.72,30.1,75,8.27,1
1.91,32.3,67,10.13,1
1.67,34.3,53,13.27,1
0.79,34.2,53,13.72,1
1.4,35.2,50,14.5,1
1.24,35.1,44,15.28,1
1.86,34.1,47,17.52,1
1.84,30.3,70,23.77,1
0.63,35.2,47,17.1,1
7.32,26.7,80,20.6,0
7.27,31.1,63,21.97,0
0.42,30,75,22.15,1
0.83,36.2,50,13.7,1
1.96,28.4,79,21.87,1
1.28,29.1,75,2.4,1
0.74,28.2,84,4.6,1
1.71,28.3,84,7.67,1
0.58,30.4,75,9.92,1
1.31,30.3,75,10.07,1
0.51,32.2,71,12.43,1
0.81,34.4,60,11.32,1
0.41,34.4,60,11.42,1
1.32,34.1,60,11.73,1
1.63,34.4,60,12.25,1
1.24,35.2,56,13.22,1
0.78,35.2,56,14.1,1
1.91,34.3,60,10.53,1
1.49,36.3,47,14.38,1
1.35,30.2,79,20.48,1
0.63,30.2,79,21.02,1
6.5,32.1,63,19.78,0
6.84,31.3,63,23.1,0
3.12,30,66,2.67,0
0.71,35.1,53,13.28,1
4.74,35.1,50,16.2,0
0.94,29.4,66,1.15,1
0.9,29.1,66,2.63,1
1.06,29.1,66,3.35,1
1.38,29.4,66,4.35,1
1.88,29.2,66,4.72,1
1.67,31.3,66,7.83,1
1.19,31.2,66,8.52,1
1.89,33.2,59,9.63,1
1.85,35.3,56,15.33,1
1.64,34.3,56,17.53,1
0.97,30.4,70,2.28,1
1.37,30.1,66,3.72,1
1.32,29.3,70,4.5,1
1.81,29.3,70,4.9,1
0.71,31.2,63,7.87,1
0.64,33.2,59,11.13,1
1.21,34.1,56,11.3,1
0.58,35.2,50,13.37,1
1.26,35.1,53,14.78,1
0.76,35,53,15.72,1
1.73,35.4,53,16.87,1
1.2,28.1,84,3.82,1
1.1,28.1,84,6,1
1.12,30.1,75,8.32,1
0.68,31.3,59,9.18,1
1.42,32.3,67,10.17,1
0.66,34.4,60,11.67,1
1.45,34.2,60,12.65,1
0.74,35.1,44,15.27,1
4.08,32.3,59,19.8,0
6.02,31.1,63,21.03,0
3.03,31.1,63,21.95,0
1.67,36.2,50,14.15,1
1.35,35.1,53,12.3,1
0.77,28.4,84,4.02,1
1.39,25.1,88,6.58,1
0.94,28.1,84,6.85,1
1.61,28.1,84,8.65,1
1.79,28,72,8.98,1
1.44,33.4,63,11.18,1
1.52,34.4,60,11.35,1
1.23,34.4,60,12.13,1
1.43,34.4,60,12.17,1
1.4,29,79,15.97,1
1.31,34.2,63,11.55,1
1.81,36.4,53,16,1
1.62,31.1,71,18.28,1
1.33,30.2,79,20.33,1
1.98,30,79,21.53,1
0.83,30,79,22.28,1
2.61,30.2,70,1.07,0
7.7,30,66,4.3,0
7.19,33.4,59,9.65,0
8.03,33.3,63,10.6,0
1.26,29.4,66,0.5,1
0.55,29.4,66,4.78,1
1.47,33.2,59,9.55,1
1.28,33.2,59,9.65,1
1.34,36.2,50,13.97,1
1.65,35.1,50,14.53,1
1.53,34.2,53,16.97,1
1.94,30.3,66,1.03,1
0.74,30.1,66,3.47,1
0.97,30.1,66,3.67,1
0.79,31.4,63,8.57,1
1.06,35.2,53,14.42,1
1.25,31.2,66,21.83,1
1.85,30.4,75,7.67,1
1.16,30.1,75,8.67,1
1.99,32.3,67,9.4,1
0.88,32.4,67,10.03,1
0.45,34.1,60,12.88,1
0.98,35.3,47,16.33,1
1.36,35.3,47,17.17,1
1.36,33.3,59,19.13,1
0.93,31.1,66,21.03,1
0.68,31.1,66,21.08,1
1.17,31.1,71,21.6,1
1.75,36.2,50,13.52,1
1.54,36.2,50,13.77,1
1.66,36.2,50,14.03,1
1.68,30.2,70,20.03,1
1.53,28.3,84,3.37,1
1.39,28,84,4.15,1
1.57,28.2,84,5.23,1
1.2,28.2,84,6.15,1
1.23,28,72,8.85,1
0.57,32.1,71,13.07,1
1.49,34.2,63,13.83,1
1.89,33.3,67,14.48,1
1.15,30.4,61,11.87,1
1.8,34.2,60,11.95,1
0.59,35.1,56,12.38,1
1.94,29.2,79,16.22,1
1.9,29.3,79,18.88,1
1.27,34.2,63,11.3,1
0.77,35,56,12.45,1
1.83,30.6,63,17.77,1
1.04,36.1,42,14.97,1
1.68,32.1,71,18.87,1
0.72,30.2,79,22.18,1
7.71,30,70,0.47,0
5.64,30.1,70,0.72,0
5.09,30,66,1.48,0
7.55,33.4,59,9.6,0
1.58,29.1,66,2.72,1
1.43,29.4,66,3.63,1
1.79,29.2,66,4.27,1
1.2,29.4,66,5.85,1
1.5,33.4,59,11.05,1
0.45,36.1,50,14.07,1
1.28,33.4,59,18.25,1
0.74,32,59,19.63,1
1.83,31.3,63,20.43,1
1.45,31.3,63,21.92,1
0.72,30.4,66,2.52,1
1.92,31.4,63,8.62,1
0.96,33.1,59,10.78,1
1.61,34.1,56,12.5,1
0.97,34.1,56,13.25,1
1.61,35.1,50,14.2,1
0.95,35.4,53,16.85,1
1.12,34.1,60,18.18,1
1.06,34.4,60,19.13,1
0.58,32.4,63,19.27,1
0.42,32.4,63,19.32,1
1.7,32.1,63,20.7,1
1.86,32.2,63,20.98,1
0.84,26.2,84,22.48,1
1.72,30.2,75,7.43,1
1.57,32.2,67,9.72,1
0.42,33.3,63,10.37,1
1.53,34.2,53,13.75,1
0.83,34.1,53,14.23,1
1.3,35.2,50,14.43,1
0.97,35,50,15.07,1
1.29,31.1,66,21.4,1
0.8,31.2,63,22.6,1
2.79,31.1,63,20.82,0
1.99,31,71,18.78,1
0.79,29.1,70,23.33,1
1.25,29.1,75,2.35,1
0.91,28.3,84,5.65,1
1.01,28.3,84,7.33,1
0.66,30.3,75,9.62,1
0.48,31.6,57,14.65,1
1.73,34.4,60,12.05,1
1.75,35.2,56,14.13,1
1.06,34.3,63,12.05,1
0.87,36.2,53,15.58,1
0.9,36.4,53,16.03,1
0.96,31.1,71,18.08,1
1.65,31.1,75,19.3,1
0.6,31.3,75,19.93,1
1.75,30.2,79,22.03,1
8.32,34.2,56,17.97,0
6.45,31.1,63,21.83,0
7.68,31,63,22.95,0
5.37,30.1,66,23.62,0
1.14,29,71,8.92,1
6,33.1,59,9.33,0
8.89,33.4,59,9.52,0
0.82,29.1,66,3.47,1
1.81,29.2,66,3.87,1
0.5,29.3,66,6.88,1
1.12,31.2,66,7.45,1
0.83,31.2,66,8.47,1
1.99,28.7,69,8.92,1
1.94,30.4,61,9.17,1
1.33,35.4,50,12.47,1
1.61,36,50,13.67,1
1.82,35.3,56,15.3,1
0.4,32.1,59,19.82,1
1.18,31.1,63,22.32,1
1.5,30.4,66,2.67,1
1.57,35.2,53,14.6,1
0.87,33.1,49,14.75,1
0.95,32.2,63,20.22,1
0.89,32.2,63,20.27,1
0.62,27.4,89,2.55,1
1.78,30.7,58,9.22,1
1.12,32.4,67,9.92,1
1.24,34.3,60,12.32,1
1.11,35,50,15.12,1
0.56,35.3,47,16.85,1
1.24,32.4,63,20.07,1
0.77,36.2,50,14.18,1
0.93,35.2,53,14.03,1
0.76,32.3,75,17.83,1
0.94,31.3,71,19.17,1
0.65,29.3,70,0.15,1
1.18,29.1,75,2.43,1
0.5,28.2,84,6.2,1
1.66,28.1,84,6.35,1
1.4,30.3,75,9.63,1
0.55,33,63,10.87,1
1.23,32.1,71,12.58,1
1.39,34.3,60,10.77,1
1.3,35,56,12.37,1
1.64,32.4,71,19.15,1
0.64,31.3,75,19.8,1
0.66,26.2,82,21.12,1
4.87,30.1,66,23.58,0
7.03,30.4,66,2.18,0
7.06,30.3,70,8.7,0
0.83,29.4,66,0.7,1
1.08,29.4,66,1.05,1
1.13,29.1,66,2.37,1
0.97,29.4,66,3.55,1
1.25,29.1,66,6.55,1
1.2,34.3,56,12,1
0.54,36,50,13.38,1
0.75,35.2,56,16.18,1
0.79,34.2,56,18.05,1
0.51,31.1,63,22.42,1
0.95,30.3,66,0.33,1
0.94,30.1,66,1.07,1
1.36,29.3,70,4.62,1
1.25,33,59,9.77,1
1.88,33,59,9.93,1
1.69,34.4,56,12.55,1
0.65,35.2,53,14.33,1
1.81,35.1,53,15.1,1
1.69,29,75,23.63,1
1.68,28.1,84,5.93,1
1.08,29.1,79,6.88,1
0.65,29,67,8.85,1
1.48,34.2,60,12.72,1
0.88,35,50,14.98,1
0.85,27.1,78,19.6,1
4.27,31.2,63,20.38,0
4.1,31.1,63,21.6,0
7.03,33.2,63,12.2,0
1.55,36.2,50,13.82,1
0.57,35.3,53,14.83,1
1.86,28.4,79,22.05,1
0.66,28.2,79,22.67,1
1.26,29.2,75,3.08,1
1.53,28.4,84,3.98,1
1.51,28.2,84,4.57,1
1.41,28.1,84,7.93,1
1.34,28,72,9.02,1
0.66,33.4,63,10.77,1
1.97,32.1,71,12.83,1
0.55,27.3,94,5.13,1
1.48,32.2,67,9.75,1
0.44,34.4,60,11.38,1
1.65,29.2,79,16.17,1
1.48,30.3,70,19.67,1
0.43,31.3,75,18.57,1
1.71,31.2,63,8.02,1
0.73,30.4,79,21.95,1
3.9,31.1,63,21.82,0
7.56,30.1,66,1.58,0
6,30,66,2.75,0
5.54,30.3,66,4.53,0
5.16,29.2,75,5.93,0
1.08,34.2,50,17.77,1
7.57,33.1,53,18.47,0
1.11,30.1,66,23.6,1
1.55,29.2,66,2.98,1
1.31,29.3,66,5.33,1
1.8,29.4,66,5.9,1
1.42,29.3,66,6.5,1
1.16,29.1,66,6.57,1
1.65,25.2,88,6.73,1
0.87,33.2,59,9.52,1
1.37,35.1,50,13.1,1
1.06,34.2,56,18.23,1
1.85,32,59,19.75,1
1.04,30.1,70,1.47,1
0.83,30.1,66,3.73,1
0.61,29,66,5.52,1
0.66,29,70,6.95,1
1.85,34.1,56,12.53,1
1.45,35.4,50,13.7,1
0.57,34.1,60,18.93,1
0.97,27.1,89,3.17,1
1.68,30.1,75,8,1
1.76,33.3,63,10.7,1
1.95,35.3,47,16.92,1
1.01,34.1,47,18.23,1
1.41,31.1,63,22.28,1
1.7,34.4,50,17.43,1
5.7,31.1,63,21.82,0
1.7,30.1,66,0.02,1
1.38,28.2,79,1.55,1
1.05,28.2,84,6.25,1
1.26,30.4,75,9.93,1
1.45,32.2,71,12.4,1
0.44,33.4,63,11.22,1
1.61,34.4,60,11.48,1
0.58,29.2,79,15.67,1
0.53,30.4,67,16.3,1
0.48,30.3,70,19.72,1
0.88,32.3,71,10.23,1
0.4,34,60,18.17,1
0.57,32.4,71,19.17,1
0.94,31.1,75,19.7,1
0.78,30.2,79,21,1
1.83,30,79,21.62,1
3.59,30.3,66,4.83,0
7.34,29.3,75,6.23,0
2.8,30.3,70,7.35,0
2.12,35.1,53,15,0
0.97,34.4,50,17.62,1
1.43,30,66,22.57,1
0.6,30.3,66,0.13,1
0.43,34.3,56,11.8,1
1.07,34.1,53,17.15,1
1.31,31.1,63,22.2,1
1.63,30.1,66,1.25,1
1.16,30,66,2.45,1
1.22,30,66,2.9,1
1.04,30,66,2.97,1
1.61,30.1,66,3.65,1
1.06,29.3,70,5.07,1
1.58,32.4,63,19.38,1
1.25,27.1,89,3.13,1
0.84,34.1,53,14.17,1
1.79,35.3,47,16.9,1
1.49,30.2,70,23.67,1
1.82,34,50,17.9,1
6.02,31.1,63,20.73,0
1.34,30.1,66,23.68,1
1.46,35.2,53,15.08,1
0.96,29.2,75,0.42,1
1.58,29.2,75,1.4,1
1.47,29.1,75,2.47,1
1.33,28.4,84,3.93,1
1.74,34.1,63,13.35,1
0.57,31.3,66,16.65,1
1.95,34.4,60,11.37,1
1.75,34.2,60,11.8,1
1.66,35.2,56,14.22,1
1.82,31.3,75,19.3,1
1.77,31.1,71,18.1,1
1.85,34.2,50,17.55,1
1.37,32.1,59,19.38,1
1.71,29,66,1.9,1
0.46,31.3,66,7.77,1
1.9,33.1,59,10.5,1
0.84,35.1,50,13.02,1
0.81,29.3,70,4.95,1
1.18,29.2,66,5.42,1
0.55,34.1,56,12.45,1
1.84,35,53,15.75,1
0.73,34.3,60,17.85,1
1.55,31.2,66,22.1,1
0.8,27.1,84,1.8,1
1.01,27.1,84,2,1
1.16,31.3,59,9.13,1
1.75,34.1,60,12.03,1
1.26,34.3,53,13.4,1
0.63,35.3,50,14.58,1
0.53,35.2,44,15.52,1
0.9,30.2,70,23.73,1
1.61,34.1,50,17.63,1
6.46,34.2,56,11.52,0
1.29,28.1,79,2.23,1
1.84,28.2,84,5.08,1
0.65,28.1,84,5.28,1
0.88,27,94,4.87,1
1.54,33,63,10.3,1
1.28,35.2,56,13.07,1
0.46,35.3,56,13.47,1
0.91,30.3,70,19.55,1
1.25,29.1,84,3.55,1
1.1,30,79,20.58,1
4.99,30.1,66,2.48,0
2.39,30.4,70,7.87,0
6.08,33.3,59,9.98,0
4.89,33.2,53,18.52,0
1.23,30,66,22.65,1
1.17,29.4,66,0.65,1
1.06,29.1,66,2.28,1
1.38,29.2,66,4.73,1
1.31,33.2,59,10.2,1
1.54,34.2,53,16.92,1
0.41,34.2,56,17.77,1
1.8,31.4,63,21.1,1
1.5,30,66,3.03,1
1.26,30.1,66,3.58,1
1.6,29,70,6.97,1
1.02,31.4,63,7.53,1
1.04,31.2,63,7.98,1
0.51,33.2,59,10.08,1
1.72,34,56,11.93,1
0.66,34.4,56,12.27,1
0.52,34.4,56,12.57,1
0.81,35.4,50,14.05,1
1.08,35.1,53,15.32,1
1.06,32.3,63,21.25,1
0.92,31.3,71,22.75,1
1.13,27.4,89,2.7,1
0.66,27.4,89,2.78,1
1.27,34.4,60,11.32,1
1.67,34.1,60,11.78,1
1.73,35.3,50,14.6,1
1.6,35.3,50,14.75,1
0.89,30.2,70,23.53,1
0.46,34.4,50,17.52,1
3.33,32.4,59,20.08,0
1.96,30.1,66,23.57,1
1.42,34.1,56,17.12,1
1.46,35.4,53,14.38,1
0.73,25.9,88,22.08,1
0.98,28.2,79,1.53,1
1.35,30.3,75,9.67,1
1.81,32.1,71,13.03,1
1.79,33.4,63,11.15,1
0.97,34.1,60,11.72,1
1.73,31.6,60,14.05,1
1.57,29.3,79,18.95,1
1.57,31.2,66,0.1,1
0.56,29.2,75,14.83,1
1.52,31.1,75,19.58,1
1.55,30.4,79,21.82,1
5.18,30.1,66,23.88,0
8.48,30.1,70,0.55,0
5.17,30.1,70,0.68,0
8.37,35.1,53,12.92,0
3.61,33.4,53,18.92,0
0.71,29.4,66,0.72,1
0.72,29.1,66,2.25,1
0.6,29.2,66,3.93,1
1.65,29.1,66,6.63,1
0.96,31.2,66,8.13,1
1.01,34.1,56,11.4,1
1.74,34.2,56,12.07,1
1.01,35.2,50,12.97,1
0.97,36,50,13.48,1
0.41,36.2,50,13.87,1
1.42,34.1,53,17.13,1
1.76,31.1,63,22.45,1
1.11,30,66,2.95,1
0.47,29.3,70,4.67,1
1.5,31.4,63,8.2,1
1.82,33.2,59,10.85,1
1.34,34.4,56,12.6,1
0.72,35.2,53,14.48,1
1.27,34.3,60,17.78,1
1.69,31.3,71,23.17,1
1.9,28.1,84,3.33,1
1.8,29.1,79,6.6,1
0.55,33.2,63,11.25,1
1.47,27.1,78,19.08,1
1.93,33.3,59,19.17,1
1.17,32.1,63,19.5,1
1.49,31.2,66,21.98,1
0.58,30.3,70,23.82,1
1.63,30.3,70,23.95,1
5.82,31.1,63,20.65,0
7.08,31.1,63,21.48,0
1.79,36.2,50,13.38,1
1.72,35.4,53,14.42,1
0.53,28,79,22.18,1
0.51,29.1,70,23.37,1
0.6,29.2,70,23.6,1
0.78,29.1,70,23.97,1
0.55,29.3,75,0.88,1
0.73,29.3,75,1.07,1
0.75,29.4,75,2.57,1
1.39,28.1,84,6.4,1
1.25,25.1,88,6.57,1
0.68,28.1,84,8.15,1
1.47,28,72,8.97,1
0.58,28.2,89,20.88,1
0.99,34.1,60,11.7,1
0.67,29.2,79,15.77,1
1.89,35.4,44,12.37,1
1.06,30.2,79,20.35,1
1.98,30,79,21.63,1
3.5,30.1,66,2.38,0
2.55,30,66,2.62,0
0.85,29.2,75,6.73,1
4.38,34.1,50,18.23,0
1.99,30,66,22.63,1
1.26,29.2,66,3.82,1
1.75,30.4,61,9.03,1
1.54,36.2,50,13.93,1
1.3,36.1,50,14.17,1
1.5,35.1,50,14.97,1
0.64,34.1,53,17.18,1
1.62,26.6,81,20.55,1
1.02,31,63,23.05,1
1.59,30,66,3.85,1
0.86,29.2,66,5.32,1
1.92,31.4,63,7.72,1
1.33,31.2,63,7.85,1
1.93,34.1,60,17.77,1
1.95,31.1,66,21.42,1
1.74,31.2,71,22.82,1
1.4,28.1,79,5,1
0.65,29.1,79,6.47,1
1.48,30.2,75,7.38,1
0.58,32.4,67,9.83,1
1.68,34.4,60,11.33,1
1.07,34.2,47,17.65,1
1.56,34.1,47,18.2,1
0.9,33.2,59,18.98,1
1.96,32.1,63,19.38,1
1.09,32,63,19.52,1
1.02,30.3,70,23.9,1
8.3,32.3,59,19.9,0
4.94,31.1,63,21.5,0
1.97,28.7,71,18.15,1
1.52,31,71,18.9,1
0.73,29.3,75,1.18,1
0.58,29.4,75,2.6,1
1.3,28.3,84,4.88,1
1.32,30,63,9.25,1
1.95,34.4,60,12.1,1
0.41,35.2,56,14.15,1
0.57,29.3,79,18.92,1
1.1,34.2,63,11.5,1
0.42,29.1,84,3.67,1
1.96,26.2,82,21.2,1
1.52,31.3,63,23.3,1
5.39,30.1,66,1.8,0
2.06,30.1,66,3.15,0
1.63,29,71,8.93,1
4.43,35,50,16.38,0
0.85,34.2,50,17.88,1
1.86,29.1,66,2.2,1
0.65,29.2,66,6.15,1
0.55,29.3,66,7.03,1
1.13,31.2,66,8.62,1
1.64,30.4,61,9.15,1
1.49,33.4,59,11.1,1
1.07,34.1,56,11.33,1
1.92,34.1,56,11.42,1
1.22,34.1,56,11.43,1
1.63,36,50,13.75,1
1.85,35.3,56,15.25,1
1.12,34.3,56,17.93,1
1.27,26,85,23.48,1
1.07,30.1,66,1.08,1
0.51,30.4,66,2.58,1
0.68,29.1,66,6.1,1
1.89,29,70,6.98,1
0.98,31.4,63,8.48,1
1.5,35.2,53,14.55,1
1.47,35.2,53,14.68,1
0.98,35.3,53,16.32,1
1.73,34.1,60,18.07,1
0.66,34.3,60,18.27,1
1.56,31.1,66,21.38,1
1.13,27.1,84,1.82,1
1.34,28.3,79,4.68,1
0.86,30.1,75,7.83,1
1.22,33.2,63,11.23,1
0.42,34.4,60,11.62,1
1.56,33.5,48,12.1,1
1.75,34.3,60,12.47,1
0.95,34.2,53,13.73,1
1.71,34.3,53,13.8,1
0.41,35.1,44,15.37,1
1.21,31.1,63,22.45,1
7.85,32.3,59,19.95,0
3.84,31.1,63,21.8,0
2.45,31.1,63,21.98,0
1.27,25,76,21.73,1
1.43,36.2,50,14.07,1
1.7,35.3,53,14.95,1
1.97,31.3,71,19.15,1
1.26,30.2,70,20.05,1
0.99,29.3,75,0.63,1
0.79,29.1,75,2.33,1
1.53,28.1,84,6.63,1
0.97,28.1,84,8.08,1
0.54,30.4,75,9.82,1
1.61,34.2,56,11.77,1
1.05,32.1,71,12.8,1
1.32,34.3,60,10.43,1
0.69,34.2,63,11.37,1
1.49,32.3,67,20.78,1
0.72,30.2,79,22.23,1
0.89,30.1,66,0.02,1
5.69,30.3,66,4.78,0
8.38,33.4,59,9.72,0
1.68,30,66,22.72,1
0.57,29,66,0.82,1
1.84,29.4,66,1.02,1
1.52,29.1,66,3.4,1
0.85,29.3,66,6.32,1
0.91,29.3,66,7.2,1
1.16,30.4,61,9.1,1
0.43,33.2,59,9.33,1
1.32,35.2,50,13,1
1.74,35.1,50,15.2,1
0.72,33.1,59,18.72,1
0.96,32,59,19.52,1
1.49,32,59,19.78,1
1.64,31.4,63,21.12,1
0.6,30.1,66,1.1,1
0.56,33,59,9.88,1
0.64,34.1,56,13.13,1
1.25,35.2,53,14.52,1
1.27,34.1,60,17.63,1
0.69,34.2,60,18.67,1
0.75,34.2,60,18.68,1
1.36,32.2,63,20.07,1
0.63,32.2,63,20.15,1
1.19,31.2,66,22,1
0.88,27,84,1.72,1
1.32,27.1,84,2.15,1
0.98,28.1,84,3.37,1
1.67,28.4,84,4.17,1
0.45,28.1,84,5.92,1
1.82,30.1,75,8.45,1
1.33,34.3,53,13.45,1
1.73,34.2,53,13.62,1
1.19,32.3,75,17.82,1
0.68,28.4,84,3.82,1
0.67,28,84,4.2,1
1.93,28.4,84,4.4,1
1.25,28.2,84,6.1,1
1.41,28.1,84,7.18,1
0.54,30,63,9.23,1
0.8,30,63,9.37,1
0.66,30.3,75,10.12,1
1.18,33,63,10.88,1
0.47,34.2,60,11.97,1
1.93,35.2,56,13.13,1
1.69,35.4,56,14,1
1.74,35.2,56,14.17,1
1.26,30.2,70,20,1
0.66,34.4,60,11.12,1
1.83,30.2,79,20.83,1
0.45,26.2,82,21.17,1
0.89,30.4,79,21.83,1
6.3,30,66,1.5,0
3.09,29.2,75,6.72,0
8.63,33.3,59,9.87,0
3.76,33.4,56,18.68,0
0.65,30.2,66,23.52,1
1.08,29.4,66,4.83,1
1.02,29.3,66,5.23,1
0.89,31.2,66,7.38,1
1.09,33.4,59,11.25,1
0.58,35.2,56,16.08,1
1.13,34.3,56,17.92,1
0.72,33.4,59,18.47,1
0.4,30.3,66,0.82,1
0.7,30.3,66,3.13,1
0.89,30,66,4.03,1
0.66,29.2,66,5.5,1
1.6,29.3,70,6.68,1
1.78,31.4,63,8.35,1
1.39,31.4,63,8.55,1
1.1,33,59,9.78,1
0.41,35.4,50,13.97,1
0.9,35,53,16.27,1
0.58,35.4,53,16.78,1
0.7,31.1,66,21.53,1
1.82,30.1,75,8.28,1
1.91,33.3,63,10.35,1
0.8,34.2,60,12.73,1
1.99,35.3,47,17.1,1
1.87,34.1,47,17.42,1
1.23,32.4,63,20.18,1
1.06,26.1,83,21.3,1
1.83,30.3,66,23.43,1
0.61,36.2,50,13.63,1
0.58,36.2,50,14,1
1.07,33.2,63,16.97,1
1.24,30.3,70,19.7,1
0.84,30.2,70,19.97,1
1.05,28.2,84,4.73,1
1.89,28.3,84,7.73,1
1.23,33.4,67,14.7,1
1.23,24.8,89,4.58,1
0.96,29,79,15.9,1
1.49,29.3,70,2.88,1
0.99,32.4,71,19.25,1
1.93,30.2,79,22.15,1
7.51,31.3,63,23.03,0
3.81,35.1,53,14.97,0
1.78,29.1,66,2.73,1
1.86,29.3,66,5.12,1
1.07,29.3,66,5.38,1
1.33,31.2,66,8.17,1
1.72,31.1,63,22.03,1
1.37,30,66,2.83,1
0.88,29.3,70,6.73,1
1.5,35.2,53,15.8,1
1.28,35.2,53,15.92,1
0.65,35,53,16.25,1
1.37,34.4,60,17.48,1
1.9,31.4,66,21.8,1
1.98,27.3,89,2.92,1
0.63,28,84,5.38,1
1.51,32.4,67,9.8,1
0.9,33.3,63,10.4,1
0.67,33,59,18.78,1
0.6,33.2,59,18.97,1
1.29,31.1,66,21.12,1
1.43,30.3,70,0.13,1
1.23,32.2,59,19.58,1
5.34,31.2,63,20.33,0
0.87,35.3,53,14.93,1
1.66,31.4,71,21.47,1
1.81,28.2,84,5.98,1
0.52,34.2,56,11.47,1
0.45,35.3,56,13.27,1
1.82,29,79,18.72,1
1.16,34.2,63,11.33,1
1.3,34.2,63,11.42,1
1.54,34.3,63,11.98,1
0.61,35,56,12.42,1
7.35,35.4,53,17.12,0
4.56,32.2,63,19.67,0
0.55,31,63,22.78,1
5.04,30.1,70,0.7,0
8.33,30.1,66,3.05,0
0.45,34.4,50,17.63,1
0.84,29.1,66,2.13,1
1.27,29.4,66,3.52,1
0.67,29.4,66,4.45,1
1.68,29.3,66,5.17,1
1.76,25.2,88,6.75,1
1.13,31.2,66,8.35,1
0.81,33.1,59,10.28,1
1.87,35.4,50,12.5,1
1.94,36.2,50,13.82,1
1.45,35.1,50,14.32,1
0.93,33.1,59,18.53,1
0.85,32.2,59,20.25,1
1.13,31.1,63,20.85,1
1.31,31.1,63,22.43,1
0.61,31.2,63,23.83,1
1.48,30.1,66,1.22,1
0.49,30.4,70,2.23,1
1.71,29.3,70,6.75,1
0.54,34,56,11.58,1
0.46,35.4,53,16.82,1
0.5,34.4,60,17.42,1
1.97,34.2,60,18.53,1
1.75,32.4,63,19.37,1
1.2,31.4,66,21.77,1
1.86,28,84,5.37,1
1.32,28.1,84,5.65,1
1.41,28.1,84,5.72,1
1.22,32.3,67,9.28,1
1.9,34.4,60,11.65,1
1.59,33.3,59,18.47,1
0.85,32.4,63,19.88,1
1.96,34.1,50,17.73,1
5.14,31.1,63,20.8,0
0.51,30.1,66,23.75,1
1.56,34,56,16.87,1
0.58,31,71,18.88,1
1.63,28.1,84,7.23,1
1.8,30.3,75,10.13,1
1.28,34.4,56,11.83,1
0.48,32.1,71,12.9,1
0.73,33.2,63,10.65,1
1.23,35.3,56,13.4,1
1.88,35.4,56,13.82,1
0.95,30.1,70,19.3,1
1.49,34.3,60,10.32,1
1.47,34.2,63,11.45,1
1.12,30.3,62,4.15,1
1.22,32.4,71,19.13,1
1.17,30.4,79,21.8,1
6.35,30,66,3.37,0
7.23,29.1,75,5.35,0
